RID,Age,Gender,Zip,Region,Hispanic,Ethnicity,HHI,Education,Political party,
5f8dae00-215b-97c7-0417-bd17919427f8,40,Female,97068,North,"No , not of Hispanic, Latino, or Spanish origin",White ,"$65,000 to $69,999","College Degree (such as B.A., B.S.)",Democrat,
5f8e5825-f1f1-ec5e-6068-1ca4e05c4bba,40,Female,7045,Midwest,"No , not of Hispanic, Latino, or Spanish origin",White ,"$90,000 to $94,999","College Degree (such as B.A., B.S.)",Democrat,
5f8f21ea-609b-b3e6-b06b-ddde9f006c53,40,Male,93710,North,"No , not of Hispanic, Latino, or Spanish origin",Asian *** Other ,"$30,000 to $34,999","Completed some college, but no degree",Republican,
5f8ddded-c36b-78ab-325c-a592cd833534,40,Male,78516,South,"Yes, Mexican, Mexican American, Chicano",White ,"Less than $5,000",Other post high school vocational training,Republican,
5f8dbcfb-3dfe-9e7e-ca11-bea9588a2cfc,40,Male,52806,Northeast,"No , not of Hispanic, Latino, or Spanish origin","Black, or African American","$5,000 to $9,999",Completed some high school,Democrat,
5f8e6e5c-46be-8fd2-c4d1-ea84359a29a1,40,Male,47725,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$90,000 to $94,999",High school graduate,Independent,
5f8da06d-44d1-ba92-1a9c-0981d066a36a,40,Male,30344,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$25,000 to $29,999","College Degree (such as B.A., B.S.)",Independent,
5f8de6e5-7b6d-f12e-10b0-91cd3a426e53,40,Male,16928,Midwest,"No , not of Hispanic, Latino, or Spanish origin",White ,"$30,000 to $34,999",Masters degree,Republican,
5f96d875-742d-4e07-4263-00f036dfe0cc,40,Male,10280,Midwest,"No , not of Hispanic, Latino, or Spanish origin",White ,"$125,000 to $149,999",Masters degree,Republican,
5f8db2da-6ab5-9f6c-6261-01c2bd48f075,40,Male,10128,Midwest,"No , not of Hispanic, Latino, or Spanish origin",White ,"$40,000 to $44,999","College Degree (such as B.A., B.S.)",Democrat,
5f8f067f-5f8c-d34b-6ab4-2fef162795cb,40,Male,10011,Midwest,"No , not of Hispanic, Latino, or Spanish origin",White ,"$175,000 to $199,999",Masters degree,Democrat,
5f985cb5-6736-2fce-1770-ccd806dfb56b,39,Male,75206,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$100,000 to $124,999",Doctorate degree,Republican,
5f8f0a5f-68d0-ea04-4de1-239c0f182206,39,Male,10038,Midwest,"No , not of Hispanic, Latino, or Spanish origin",White ,"$100,000 to $124,999",Masters degree,Republican,
5f8e7b55-8554-8bd4-448a-c607bc84a0f2,38,Female,96819,North,"Yes, another Hispanic, Latino, or Spanish origin *** Venezuela ",Asian *** Other ,"$45,000 to $49,999",Associate Degree,Republican,
5f8deb45-a9d1-b5b6-bdb3-66dda44dc225,38,Male,49017,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$25,000 to $29,999","College Degree (such as B.A., B.S.)",Independent,
5f8eef7c-736f-aa7f-0fdd-ade09bc04063,38,Male,8054,Midwest,"No , not of Hispanic, Latino, or Spanish origin",White ,"$150,000 to $174,999",Doctorate degree,Republican,
5f8e7383-64fb-7f99-0fa7-f1b0b82c98b3,37,Female,85704,North,"No , not of Hispanic, Latino, or Spanish origin",White ,"$20,000 to $24,999",High school graduate,Independent,
5f8e35f9-c036-92d0-f32e-72532b4e2cf6,37,Male,91104,North,"No , not of Hispanic, Latino, or Spanish origin",White ,"$95,000 to $99,999",Masters degree,Republican,
5f8dc376-ed4e-e361-60f0-eeb31c0c692b,37,Male,43054,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$95,000 to $99,999",Masters degree,Republican,
5f8f7243-bc58-cad9-64ca-5c6aa944a9f3,37,Male,20715,South,"Yes, Cuban",White ,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",Independent,
5f8da459-b847-b0f0-f705-862eff9cc267,37,Male,19139,Midwest,"No , not of Hispanic, Latino, or Spanish origin","Black, or African American","$90,000 to $94,999","College Degree (such as B.A., B.S.)",Democrat,
5f8e8695-1a17-8730-5d3d-3566b1e654c4,36,Female,22015,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$35,000 to $39,999",Completed some high school,Independent,
5f8e0a77-bdb7-465e-c5b2-78982714fc9f,36,Male,10001,Midwest,"No , not of Hispanic, Latino, or Spanish origin",White ,"$60,000 to $64,999","Completed some graduate, but no degree",Democrat,
5f8db015-6d19-d264-3288-8378296aa8e4,35,Female,48228,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"Less than $5,000",Masters degree,Republican,
5f8e5587-a0ec-5ef6-06b4-4b292b60db30,35,Female,45373,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$90,000 to $94,999",High school graduate,Independent,
5f8e9440-a6f5-a95f-fb5a-32c786537ce1,35,Female,12603,Midwest,"No , not of Hispanic, Latino, or Spanish origin",White ,"Less than $5,000",Middle School - Grades 4 - 8,Democrat,
5f8f0351-b04d-2af3-d7b9-ecc31de42eee,35,Female,10001,Midwest,"No , not of Hispanic, Latino, or Spanish origin",White ,"$95,000 to $99,999",Masters degree,Democrat,
5f90150f-b35a-35a9-9d2a-c0c8ae4b43c7,35,Male,63303,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$90,000 to $94,999","College Degree (such as B.A., B.S.)",Republican,
5f8dce38-4f3d-cd8e-477c-2e35d7b02c47,35,Male,55008,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$30,000 to $34,999",Other post high school vocational training,Democrat,
5f8f05dd-bc44-d648-45b0-f68a800e4c1c,35,Male,49014,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$125,000 to $149,999",Masters degree,Independent,
5f8dc618-b489-15b9-16af-45f10632fd17,35,Male,33010,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$35,000 to $39,999",Masters degree,Republican,
5f8e1615-229c-0e43-4ed7-8c47a5e013d0,35,Male,28351,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$25,000 to $29,999",Completed some high school,Democrat,
5f8d9c39-752f-6f6f-1aa3-aa7dd2df89d8,35,Male,10019,Midwest,"No , not of Hispanic, Latino, or Spanish origin",White ,"$90,000 to $94,999","College Degree (such as B.A., B.S.)",Republican,
5f9455fd-0d1c-00d7-35cb-e4d8cbe02485,34,Female,57106,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$55,000 to $59,999","College Degree (such as B.A., B.S.)",Republican,
5f8f11cf-cdeb-51f6-8d77-69b9365ff178,34,Female,10001,Midwest,"No , not of Hispanic, Latino, or Spanish origin",White ,"$175,000 to $199,999","Completed some graduate, but no degree",Democrat,
5f8eb6a2-85a2-dd11-278c-c809639739a1,34,Male,90002,North,"No , not of Hispanic, Latino, or Spanish origin",White ,"$125,000 to $149,999",Masters degree,Republican,
5f8e50dc-1ceb-193f-411d-d3cf43f030bd,34,Male,7090,Midwest,"No , not of Hispanic, Latino, or Spanish origin",White ,"$35,000 to $39,999","College Degree (such as B.A., B.S.)",Republican,
5f8e4950-3817-2ab5-5695-b88458c659b4,33,Male,93654,North,"Yes, Mexican, Mexican American, Chicano",White ,"$10,000 to $14,999",Completed some high school,Republican,
5f8dd857-a9a6-bf68-49fc-b117a7acfbdb,33,Male,75840,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$95,000 to $99,999",Masters degree,Democrat,
5f8eb447-bc83-26e2-12b9-85b8344c4eb7,33,Male,10116,Midwest,"No , not of Hispanic, Latino, or Spanish origin",White ,"$125,000 to $149,999",Masters degree,Republican,
5f8efefc-6d9f-af51-6d58-13e4a527b3c0,33,Male,10013,Midwest,"No , not of Hispanic, Latino, or Spanish origin",White ,"$95,000 to $99,999","College Degree (such as B.A., B.S.)",Independent,
5f8e2b77-26f0-cb62-32e7-814f7c3a817e,32,Female,90710,North,"No , not of Hispanic, Latino, or Spanish origin",White ,"$90,000 to $94,999","College Degree (such as B.A., B.S.)",Independent,
5f8e3e64-c57d-2329-641c-5e3bd8ac3c19,32,Male,85306,North,"No , not of Hispanic, Latino, or Spanish origin",White ,"$70,000 to $74,999",Other post high school vocational training,Republican,
5f8def70-c44a-8c31-a937-5f53337e3a3e,32,Male,77338,South,"No , not of Hispanic, Latino, or Spanish origin","Black, or African American","Less than $5,000","Completed some college, but no degree",Democrat,
5f965690-4516-2499-3bff-de3a1f0e09a6,32,Male,49441,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$40,000 to $44,999",Completed some high school,Democrat,
5f8da6b2-bcd8-268e-0783-3aba828b8f69,31,Female,11901,Midwest,"Yes, Mexican, Mexican American, Chicano","Black, or African American","$50,000 to $54,999","College Degree (such as B.A., B.S.)",Independent,
5f8f01aa-c041-6bde-9b99-35dcc92e0727,31,Female,10001,Midwest,"No , not of Hispanic, Latino, or Spanish origin",White ,"$85,000 to $89,999",Masters degree,Democrat,
5f8f2990-fa16-0949-a553-545f891abab9,30,Female,49548,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$55,000 to $59,999","Completed some college, but no degree",Democrat,
5f8ead8c-dcb4-843e-b838-22dbe68d2ccc,30,Female,10019,Midwest,"No , not of Hispanic, Latino, or Spanish origin",White ,"$65,000 to $69,999",Doctorate degree,Democrat,
5f8dadc3-51f8-de97-b907-aeb3e335b4fe,30,Female,7112,Midwest,"No , not of Hispanic, Latino, or Spanish origin","Black, or African American","Less than $5,000","Completed some college, but no degree",Democrat,
5f8db432-5357-f8c3-3967-8092e2c148ac,30,Male,46514,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"Less than $5,000","College Degree (such as B.A., B.S.)",Republican,
5f8de2ad-534d-8992-cd21-5197c5f539d3,30,Male,16933,Midwest,"No , not of Hispanic, Latino, or Spanish origin",White ,"$30,000 to $34,999","College Degree (such as B.A., B.S.)",Republican,
5f8db8df-5fba-947e-119e-574552656787,29,Female,32566,South,"No , not of Hispanic, Latino, or Spanish origin",Asian *** Asian Indian ,"$40,000 to $44,999",Completed some high school,Democrat,
5f8e0ba3-5bd6-6a9d-8fa3-d93ab19ccf73,29,Male,66604,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$10,000 to $14,999","Completed some college, but no degree",Republican,
5f8f07a6-8bc1-195b-56ee-ce273610c3e6,27,Female,75700,Midwest,"Yes, Mexican, Mexican American, Chicano",White ,"$175,000 to $199,999","College Degree (such as B.A., B.S.)",Democrat,
5f8f2101-0051-fa2c-06d9-909ce43fa638,27,Male,63857,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$65,000 to $69,999","Completed some college, but no degree",Independent,
5f8e7d23-5a66-5604-cd67-74b54801023a,26,Female,95202,North,"No , not of Hispanic, Latino, or Spanish origin","Black, or African American","$5,000 to $9,999","Completed some college, but no degree",Democrat,
5f8db249-5442-9f55-27ca-d8eea5835eae,26,Female,78504,South,"No , not of Hispanic, Latino, or Spanish origin",Asian *** Asian Indian ,"$70,000 to $74,999",Masters degree,Democrat,
5f8dcb15-c819-ab76-f96d-d6c04fc42e5b,26,Female,48640,Northeast,"Yes, Mexican, Mexican American, Chicano",Some other race ,"Less than $5,000",Completed some high school,Independent,
5f8d9f2f-84a7-8f3c-a8f8-a20b12aba158,25,Female,12180,Midwest,"No , not of Hispanic, Latino, or Spanish origin",White ,"$15,000 to $19,999","College Degree (such as B.A., B.S.)",Independent,
5f8e475a-65d5-a2a3-683f-7cef16869780,24,Female,67219,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$25,000 to $29,999",Masters degree,Democrat,
5f8da5f2-6591-0a90-ae99-29b427cb259a,24,Female,17042,Midwest,"No , not of Hispanic, Latino, or Spanish origin",White ,"$90,000 to $94,999","College Degree (such as B.A., B.S.)",Democrat,
5f8dcb4f-c303-f8e4-5dcd-5b2da957af0d,24,Male,84118,North,"No , not of Hispanic, Latino, or Spanish origin",White ,"$30,000 to $34,999",Completed some high school,Democrat,
5f8df0ee-8d3d-d253-5f4f-64a1037badee,23,Female,85207,North,"Yes, Mexican, Mexican American, Chicano",White ,"$20,000 to $24,999","Completed some college, but no degree",Democrat,
5f8e830b-d85a-ddcf-e3be-29dca4514617,23,Female,39191,South,"No , not of Hispanic, Latino, or Spanish origin","Black, or African American","$20,000 to $24,999",Other post high school vocational training,Democrat,
5f8e81cb-ca0f-b18b-3e58-0eca4f60cb7b,23,Male,61265,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$60,000 to $64,999","Completed some college, but no degree",Independent,
5f8e47ca-462f-d264-9606-6b7ad397cb39,22,Male,32817,South,"Yes, Mexican, Mexican American, Chicano",Some other race ,"$15,000 to $19,999","Completed some college, but no degree",Democrat,
5f8eba8b-5da5-398a-29c0-9e8a67cd1323,20,Male,95051,North,"No , not of Hispanic, Latino, or Spanish origin","Black, or African American","$90,000 to $94,999",Doctorate degree,Independent,
5f8eab1b-2e52-687c-caed-3da94c5746df,20,Male,85003,North,"Yes, Mexican, Mexican American, Chicano",White ,"$60,000 to $64,999","College Degree (such as B.A., B.S.)",Democrat,
5f8dc93a-03d6-5207-140a-43dc365f3aee,20,Male,85003,North,"No , not of Hispanic, Latino, or Spanish origin","Black, or African American","$60,000 to $64,999","College Degree (such as B.A., B.S.)",Republican,
5f8e526d-ef15-9035-ecba-a81b5158d81c,20,Male,48843,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"Less than $5,000","Completed some college, but no degree",Democrat,
5f8dc9b5-fa50-605a-6fe6-1bdf06621591,19,Male,45219,Northeast,"No , not of Hispanic, Latino, or Spanish origin","Black, or African American","$25,000 to $29,999","Completed some college, but no degree",Democrat,
5f8f115b-ba42-639a-42dd-f9471dbbcb9b,19,Male,11218,Midwest,"No , not of Hispanic, Latino, or Spanish origin",Asian *** Asian Indian ,"$35,000 to $39,999","Completed some college, but no degree",Democrat,
5f9744fb-6f2d-c55d-18ce-974774c149b6,87,Female,77707,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$5,000 to $9,999",Associate Degree,Republican,
5f97b056-91bb-5737-9a07-4d13ae20b29a,87,Female,58046,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$80,000 to $84,999",Masters degree,Republican,
5f930026-dcf5-54d3-9132-3b0069bb40f7,86,Male,33445,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$40,000 to $44,999",High school graduate,Republican,
5f949abb-c7bc-8393-295e-942b2d5ac997,85,Male,68977,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$20,000 to $24,999",High school graduate,Republican,
5f979f9e-f31c-c5b8-b381-5275d5f1fe4b,84,Male,98053,North,"No , not of Hispanic, Latino, or Spanish origin",White ,"$10,000 to $14,999","Completed some college, but no degree",Republican,
5f975487-c233-5600-1cf0-a28c98889fe0,84,Male,34446,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$20,000 to $24,999",High school graduate,Independent,
5f977c43-2ecb-92ae-e19c-6fcae550008c,83,Female,60615,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$15,000 to $19,999",Masters degree,Democrat,
5f97ab74-4501-8704-c49f-fd6ffcd66540,81,Female,86322,North,"No , not of Hispanic, Latino, or Spanish origin",White ,"$25,000 to $29,999",Associate Degree,Republican,
5f9794d1-095e-928a-1933-68e07afe63d9,81,Male,79924,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$45,000 to $49,999",High school graduate,Independent,
5f91add2-6e0c-7b12-751a-971e4b096c08,81,Male,6239,Midwest,"No , not of Hispanic, Latino, or Spanish origin",White ,"$80,000 to $84,999",Other post high school vocational training,Democrat,
5f97b0ab-b45f-f3b7-4273-e88e823b9883,80,Female,61817,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$45,000 to $49,999","College Degree (such as B.A., B.S.)",Republican,
5f9743e3-59e3-5250-022b-59a062dc01c6,79,Female,60016,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$45,000 to $49,999","Completed some college, but no degree",Democrat,
5f97858d-8971-d360-b6f2-9838e63b7aa4,79,Female,33914,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$15,000 to $19,999",High school graduate,Republican,
5f97256c-71de-ef88-4839-330ae21ddcf9,79,Male,94118,North,"No , not of Hispanic, Latino, or Spanish origin",White ,"$70,000 to $74,999",Masters degree,Independent,
5f96aea4-fa69-0a19-567d-4b4996aac1bb,79,Male,78501,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$30,000 to $34,999","College Degree (such as B.A., B.S.)",Republican,
5f904048-8bc4-178f-2db1-3fd96750bb4c,79,Male,55720,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$15,000 to $19,999","College Degree (such as B.A., B.S.)",Independent,
5f9740f0-dd45-ac92-e932-495b858f067f,79,Male,32765,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$30,000 to $34,999",Associate Degree,Independent,
5f906238-b2ec-3896-a306-dde8546e63a4,78,Female,67550,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$20,000 to $24,999",High school graduate,Republican,
5f9780e2-585f-7edc-10b0-bd4707097e62,78,Female,46217,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$45,000 to $49,999","Completed some college, but no degree",Republican,
5f9707c3-12e1-ae25-b624-d7dc68fd61f4,78,Female,37317,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$5,000 to $9,999",High school graduate,Republican,
5f96b183-d186-68f3-47e2-cee5e7d2e81c,78,Female,19709,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$85,000 to $89,999","College Degree (such as B.A., B.S.)",Independent,
5f980394-7736-dca0-0477-edea31c3fa2e,78,Female,18944,Midwest,"No , not of Hispanic, Latino, or Spanish origin",White ,"$10,000 to $14,999",High school graduate,Republican,
5f8ef5fa-2110-61fc-d48b-be8304b8294d,78,Female,15037,Midwest,"No , not of Hispanic, Latino, or Spanish origin",White ,"$15,000 to $19,999",High school graduate,Democrat,
5f97502e-5e2c-2c23-f9aa-0290252bf90d,78,Female,10511,Midwest,"No , not of Hispanic, Latino, or Spanish origin",White ,"$60,000 to $64,999",High school graduate,Independent,
5f931470-cb03-9433-23e6-0a0dddacad5e,78,Female,8098,Midwest,"No , not of Hispanic, Latino, or Spanish origin",White ,"$10,000 to $14,999",High school graduate,Republican,
5f91bd34-8998-493c-cf53-4f92e2d9d66c,78,Male,2458,Midwest,"No , not of Hispanic, Latino, or Spanish origin",White ,"$50,000 to $54,999",Masters degree,Democrat,
5f9758bc-b7ba-f3d3-1679-878b18a89d1f,77,Male,92821,North,"No , not of Hispanic, Latino, or Spanish origin",White ,"$30,000 to $34,999","College Degree (such as B.A., B.S.)",Republican,
5f919372-b6d2-e57c-2efb-8811c7c182bd,77,Male,23238,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$30,000 to $34,999","Completed some college, but no degree",Republican,
5f904fcc-a028-ec0b-564d-afe1d6244ca3,77,Male,14620,Midwest,"No , not of Hispanic, Latino, or Spanish origin",White ,"$50,000 to $54,999",Masters degree,Independent,
5f92d81e-4a19-ee18-d6af-8ff4db11edf7,76,Female,43081,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$50,000 to $54,999",High school graduate,Republican,
5f998abe-3cbb-d0ed-7951-8bddbbe4232d,76,Female,29526,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$45,000 to $49,999",Associate Degree,Republican,
5f904000-1107-b139-fcf6-c891aeef9505,75,Female,92586,North,"No , not of Hispanic, Latino, or Spanish origin",White ,"$5,000 to $9,999",High school graduate,Democrat,
5f94f35d-c8b9-5ae2-c370-5470984583bf,75,Female,84404,North,"No , not of Hispanic, Latino, or Spanish origin",White ,"Less than $5,000","Completed some college, but no degree",Democrat,
5f931474-5062-187a-9459-495ca5e71f63,75,Female,74464,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$75,000 to $79,999","College Degree (such as B.A., B.S.)",Independent,
5f919425-38be-bd28-ed51-2eb867d4deb5,75,Female,23462,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$15,000 to $19,999","College Degree (such as B.A., B.S.)",Republican,
5f930a5d-7b2e-3614-cad3-41c09fd066ac,75,Female,2025,Midwest,"No , not of Hispanic, Latino, or Spanish origin",White ,"$15,000 to $19,999",Associate Degree,Independent,
5f977bde-315b-520a-ed4d-1178b38b6f88,75,Male,91367,North,"No , not of Hispanic, Latino, or Spanish origin",White ,"$95,000 to $99,999","Completed some graduate, but no degree",Democrat,
5f976b0f-873c-5ab7-c3ad-3d7a9a03b904,75,Male,63028,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$90,000 to $94,999","Completed some college, but no degree",Democrat,
5f8f04f1-5e2e-0aec-b4d0-ff446c409599,75,Male,6470,Midwest,"No , not of Hispanic, Latino, or Spanish origin",White ,"$10,000 to $14,999",Masters degree,Independent,
5f8ef273-e7d3-0cf2-7fa2-c107a81827d9,74,Male,95841,North,"No , not of Hispanic, Latino, or Spanish origin",White ,"$75,000 to $79,999","College Degree (such as B.A., B.S.)",Republican,
5f97fd9d-7548-8595-fa43-9fab540b7634,74,Male,78213,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$90,000 to $94,999",Masters degree,Independent,
5f9817f4-706a-b224-4bdc-27f6caaf38c8,74,Male,28739,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$40,000 to $44,999","Completed some college, but no degree",Republican,
5f982be2-fd35-de74-3e3c-dbf5b9bd3dee,73,Female,48038,Northeast,"No , not of Hispanic, Latino, or Spanish origin","Black, or African American","$55,000 to $59,999",High school graduate,Democrat,
5f97ae19-7417-4ec6-0969-bba0b1c01960,73,Female,44310,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$45,000 to $49,999",Associate Degree,Republican,
5f977400-bc62-345f-8f8d-2468a3a48a63,73,Female,34683,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$75,000 to $79,999",Masters degree,Democrat,
5f971eba-5e59-a813-36d5-2bd7749cab6f,73,Female,33701,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$175,000 to $199,999","College Degree (such as B.A., B.S.)",Republican,
5f904060-13ea-195e-a994-4e5a9d94fbac,73,Female,30909,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$50,000 to $54,999",Other post high school vocational training,Republican,
5f97f7b0-e9cf-b50e-b09f-60e0c18fabab,73,Female,19014,Midwest,"No , not of Hispanic, Latino, or Spanish origin",White ,"$25,000 to $29,999",High school graduate,Independent,
5f92c3d9-1e8d-3b06-2f2e-6cd3f427d63a,73,Female,7424,Midwest,"No , not of Hispanic, Latino, or Spanish origin",White ,"$55,000 to $59,999",Masters degree,Democrat,
5f97718d-84c2-9efd-d856-fe810dbea41d,73,Male,50701,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$70,000 to $74,999","College Degree (such as B.A., B.S.)",Independent,
5f8efd2b-d637-840a-3883-7460e0f82b9e,73,Male,12538,Midwest,"No , not of Hispanic, Latino, or Spanish origin",White ,"$5,000 to $9,999","College Degree (such as B.A., B.S.)",Democrat,
5f9199f7-8aac-c911-556f-13087c46e0a8,73,Male,10312,Midwest,"No , not of Hispanic, Latino, or Spanish origin",White ,"$90,000 to $94,999","College Degree (such as B.A., B.S.)",Independent,
5f948ffe-7399-1eab-210a-1f8f7c9d9669,72,Female,80732,North,"No , not of Hispanic, Latino, or Spanish origin",White ,"$75,000 to $79,999","College Degree (such as B.A., B.S.)",Independent,
5f974bf7-4090-1b06-eaaa-e098e59ca6e8,72,Female,63366,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$25,000 to $29,999",High school graduate,Republican,
5f9799f5-b5ed-e223-dccd-06e977700faf,72,Female,46201,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$25,000 to $29,999","College Degree (such as B.A., B.S.)",Democrat,
5f9624c2-2eb0-b945-7b0c-af05fd59ff09,72,Female,33908,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$45,000 to $49,999","Completed some college, but no degree",Independent,
5f8efa12-6dba-8290-67d3-36cbf9c1fd1f,72,Female,33710,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$20,000 to $24,999",Masters degree,Democrat,
5f9193e2-5000-f3c4-fd94-580d3f15628b,72,Female,24018,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$40,000 to $44,999",High school graduate,Independent,
5f99e4d4-c97c-3e06-b8a2-e667a08bde61,72,Female,15221,Midwest,"No , not of Hispanic, Latino, or Spanish origin","Black, or African American","$35,000 to $39,999",Associate Degree,Democrat,
5f977555-c036-22e7-cd7a-e3d0be32c77d,72,Female,6514,Midwest,"No , not of Hispanic, Latino, or Spanish origin",White ,"$55,000 to $59,999",High school graduate,Independent,
5f90534f-31fe-3234-f783-122af6cd155c,72,Male,87123,North,"No , not of Hispanic, Latino, or Spanish origin",White ,"$50,000 to $54,999",Other post high school vocational training,Democrat,
5f930144-8006-1123-4e6b-65f04021ba99,72,Male,55092,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$35,000 to $39,999",High school graduate,Republican,
5f971ef6-80ea-f629-38a4-c1e0e3ed2511,72,Male,53213,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$45,000 to $49,999","Completed some college, but no degree",Independent,
5f904010-d467-1a07-eaa6-b4cf7bbf135b,72,Male,15342,Midwest,"No , not of Hispanic, Latino, or Spanish origin",White ,"$75,000 to $79,999",Associate Degree,Republican,
5f8ef2c2-e768-a852-f110-24a579247e14,72,Male,8204,Midwest,"No , not of Hispanic, Latino, or Spanish origin",White ,"$65,000 to $69,999","College Degree (such as B.A., B.S.)",Republican,
5f92ef6a-c7bd-432d-d7c7-2a29df725a67,71,Female,86442,North,"No , not of Hispanic, Latino, or Spanish origin",White ,"$45,000 to $49,999","College Degree (such as B.A., B.S.)",Democrat,
5f91f6d1-0795-1c73-0a5b-973cb9662360,71,Female,61115,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$40,000 to $44,999","College Degree (such as B.A., B.S.)",Democrat,
5f94692c-c5ef-ad30-4675-be16f4b6a13b,71,Female,44805,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$45,000 to $49,999",Masters degree,Republican,
5f982f91-5c3e-1fdc-f6db-3d205eae4d5f,71,Female,38330,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$20,000 to $24,999","Completed some college, but no degree",Independent,
5f96d199-8359-abb1-3950-24c9eba8a89e,71,Female,34233,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$40,000 to $44,999",Associate Degree,Republican,
5f9784b5-d146-af9d-7480-e57935168b01,71,Female,22923,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$45,000 to $49,999",Masters degree,Democrat,
5f9624cb-252d-35fb-f4a0-b981ffa67517,71,Female,19901,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$50,000 to $54,999","Completed some college, but no degree",Independent,
5f903f9e-2a30-4dec-f82a-340e354d1969,71,Female,13615,Midwest,"No , not of Hispanic, Latino, or Spanish origin",White ,"$40,000 to $44,999",Associate Degree,Democrat,
5f9044f7-a730-0bd2-53a8-17bc2babe38d,71,Female,6762,Midwest,"No , not of Hispanic, Latino, or Spanish origin",White ,"$85,000 to $89,999",High school graduate,Democrat,
5f97e0c1-a791-25dd-7ea0-1b26a5b68368,71,Male,37660,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$35,000 to $39,999","College Degree (such as B.A., B.S.)",Republican,
5f980d20-081b-6bb8-6d49-8963ecc1147b,71,Male,10710,Midwest,"No , not of Hispanic, Latino, or Spanish origin",White ,"$60,000 to $64,999","College Degree (such as B.A., B.S.)",Independent,
