Response ID,AGE,GENDER,ZIP,REGION,HISPANIC,ETHNICITY,STANDARD_HHI,STANDARD_EDUCATION,STANDARD_POLITICAL_PARTY
5F8D6D04-A3C8-B465-DC48-C9DE63BA0AF7,61,Female,55369,Midwest,"No , not of Hispanic, Latino, or Spanish origin",White ,"$80,000 to $84,999",Associate Degree,Independent
5F8D03C4-455C-AA9E-C9BC-77548325361F,65,Female,32439,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$5,000 to $9,999",Other post high school vocational training,Republican
5F8CFAC7-00AD-037A-6EDB-8C50753E3B58,64,Female,33771,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$5,000 to $9,999","Completed some college, but no degree",Independent
5F8CF8FE-766A-C7B3-D9BD-B962C34B2948,36,Male,37743,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$95,000 to $99,999",Masters degree,Democrat
5F8CEDF3-4922-BDBF-55EF-99A376BA4179,58,Female,65605,Midwest,"No , not of Hispanic, Latino, or Spanish origin",White ,"$45,000 to $49,999",Masters degree,Republican
5F8D242F-B737-296A-F497-13B14555ADA2,39,Male,60602,Midwest,"No , not of Hispanic, Latino, or Spanish origin",White ,"$125,000 to $149,999",Masters degree,Republican
5F8D1B7C-33D9-28F3-9E53-A4035B3A32C5,43,Male,20191,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$150,000 to $174,999",Doctorate degree,Democrat
5F8ECD86-50D2-2231-A102-0D442F7E4C44,54,Female,53910,Midwest,"No , not of Hispanic, Latino, or Spanish origin",White ,"$20,000 to $24,999",High school graduate,Democrat
5F8EAA7E-A767-4056-B85A-97891097A615,54,Female,37601,South,"No , not of Hispanic, Latino, or Spanish origin",Asian *** Chinese ,"$5,000 to $9,999","College Degree (such as B.A., B.S.)",Independent
5F8E6F81-E844-FDB0-70B8-070B4D7EF27B,35,Male,60615,Midwest,"No , not of Hispanic, Latino, or Spanish origin",White ,"$65,000 to $69,999","College Degree (such as B.A., B.S.)",Democrat
5F8E6EF7-9B72-7BCE-7484-A4B4F468DF82,43,Male,35205,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"Less than $5,000",Associate Degree,Democrat
5F8E6DB1-0DA2-3679-549B-9CEFDABADCFB,38,Female,14001,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$15,000 to $19,999",Associate Degree,Democrat
5F8E2453-1843-531C-78B6-555BEAD9676A,33,Male,11758,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$80,000 to $84,999",Doctorate degree,Democrat
5F8E23FB-A65D-6562-1DB9-6332F63E57E2,47,Male,59405,West,"No , not of Hispanic, Latino, or Spanish origin",White ,"$40,000 to $44,999",Associate Degree,Republican
5F8E1156-900C-C653-4612-E2103BDFA69D,51,Female,19380,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$55,000 to $59,999","College Degree (such as B.A., B.S.)",Independent
5F8E10FD-5590-C755-0874-BB72DD11AB99,43,Female,18704,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$75,000 to $79,999","College Degree (such as B.A., B.S.)",Democrat
5F8E0D27-E130-A2E3-98E1-E720AAECCC67,25,Male,93505,West,"No , not of Hispanic, Latino, or Spanish origin",White ,"$65,000 to $69,999",Masters degree,Republican
5F8DEAF5-BF02-B648-8B52-37DE37E0B612,43,Female,92307,West,"No , not of Hispanic, Latino, or Spanish origin",American Indian or Alaska Native ,"$10,000 to $14,999","Completed some college, but no degree",Democrat
5F8DC7AD-1AB8-0938-6EE9-370819A9970D,53,Female,56097,Midwest,"No , not of Hispanic, Latino, or Spanish origin",White ,"$55,000 to $59,999","College Degree (such as B.A., B.S.)",Independent
5F8CE00D-87EE-3826-6112-ACC0E5AB3CA2,42,Male,90012,West,"No , not of Hispanic, Latino, or Spanish origin",White ,"$70,000 to $74,999",Masters degree,Republican
5F8CCDCD-0C10-7130-D6BA-54AFBF7CC150,63,Female,61373,Midwest,"No , not of Hispanic, Latino, or Spanish origin",White ,"$15,000 to $19,999","Completed some college, but no degree",Republican
5F8CA76E-154B-8520-F310-4948D6CE17FE,41,Male,90250,West,"No , not of Hispanic, Latino, or Spanish origin",White ,"$150,000 to $174,999",Doctorate degree,Republican
5F8C9FC1-0B18-4ACA-E890-9431543ED06D,40,Male,10002,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$150,000 to $174,999",Doctorate degree,Republican
5F8C507E-E2E3-9132-DE22-83E93010E7EA,61,Female,33881,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"Less than $5,000","Completed some college, but no degree",Republican
5F8BDC14-E7BB-449B-B1BA-CBCD04E50D65,40,Male,33607,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$150,000 to $174,999",Doctorate degree,Independent
5F8B753F-580D-0999-5E83-34C09B4D3D52,45,Male,45140,Midwest,"No , not of Hispanic, Latino, or Spanish origin",White ,"$60,000 to $64,999","College Degree (such as B.A., B.S.)",Independent
5F8D7049-CAB7-137E-F1BA-C7640F488CE2,61,Female,32746,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$70,000 to $74,999","College Degree (such as B.A., B.S.)",Democrat
5F8919B5-0E33-1C67-263B-265FDA12E126,40,Male,80227,West,"No , not of Hispanic, Latino, or Spanish origin",White ,"$175,000 to $199,999","College Degree (such as B.A., B.S.)",Republican
5F8B4DDA-8B67-A100-6CFB-FCFF2CFF7167,38,Male,19426,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$90,000 to $94,999","College Degree (such as B.A., B.S.)",Democrat
5F8B1A88-8262-F5A3-D6F5-6AEC960A5CAD,40,Male,53563,Midwest,"No , not of Hispanic, Latino, or Spanish origin",White ,"$150,000 to $174,999",Doctorate degree,Democrat
5F8B0C82-62B4-80E9-77E2-DDC8F097E6A3,35,Male,32801,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$85,000 to $89,999",Masters degree,Democrat
5F8A7AFC-DEAB-D4BD-EEC0-6DBFF6870BB0,40,Male,78747,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$175,000 to $199,999",Masters degree,Republican
5F8EB67E-5434-124A-9753-9C311FC6CB6E,54,Female,34112,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$55,000 to $59,999",Masters degree,Republican
5F8EAEE8-F57B-D213-77B8-028B9F680C02,30,Male,10013,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$15,000 to $19,999",Masters degree,Republican
5F8E586D-A963-8A30-855C-DD0B7B8A678A,50,Male,11375,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$30,000 to $34,999","College Degree (such as B.A., B.S.)",Democrat
5F8E5728-E744-3FE2-224E-85E52E15BBC8,25,Male,62565,Midwest,"No , not of Hispanic, Latino, or Spanish origin",White ,"$25,000 to $29,999","Completed some college, but no degree",Republican
5F8E1D83-8EB2-A85E-C3F7-B6E9EB654A0D,43,Male,19475,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$60,000 to $64,999",High school graduate,Republican
5F8E0473-BE12-D364-E2C9-3D9E49124DDC,41,Male,94523,West,"No , not of Hispanic, Latino, or Spanish origin",White ,"$70,000 to $74,999","College Degree (such as B.A., B.S.)",Independent
5F8DBE1F-C792-A08B-EFB2-35E64D5353ED,38,Female,68508,Midwest,"No , not of Hispanic, Latino, or Spanish origin",White ,"$20,000 to $24,999",High school graduate,Democrat
5F8D8CDA-DCB8-F0B8-50A8-E3DC0A9D9876,40,Male,63101,Midwest,"No , not of Hispanic, Latino, or Spanish origin",White ,"$35,000 to $39,999",Masters degree,Republican
5F88C2A0-E8E2-CCF5-E81D-C9938AB9387D,81,Male,32829,South,"Yes, another Hispanic, Latino, or Spanish origin *** Venezuela ",White ,"$90,000 to $94,999",Masters degree,Independent
5F88C285-7DAF-9E7C-16B6-CB4B93090BE2,36,Male,29607,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$90,000 to $94,999",Masters degree,Democrat
5F88C249-D07F-57F0-4F55-E9C6EF5DAB7A,76,Female,94402,West,"No , not of Hispanic, Latino, or Spanish origin",White ,"$175,000 to $199,999","College Degree (such as B.A., B.S.)",Democrat
5F88C232-993A-3224-98B4-263DBDBD054C,69,Female,94607,West,"No , not of Hispanic, Latino, or Spanish origin",Asian *** Chinese ,"$15,000 to $19,999","College Degree (such as B.A., B.S.)",Republican
5F88BFCA-EFE0-FD2B-10CF-9DA73B76D5C6,40,Male,10012,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$90,000 to $94,999",Masters degree,Democrat
5F88BFF5-94F0-6092-1C21-F0D2A3464257,40,Female,10009,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$95,000 to $99,999",Masters degree,Republican
5F8D5966-8F01-2096-13A3-740AB6B5B895,63,Male,32746,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$65,000 to $69,999",Masters degree,Democrat
5F8ED193-1E42-8F38-76CD-73B49276BDF7,50,Female,35803,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$65,000 to $69,999",Masters degree,Independent
5F8D3316-DD50-6983-5B4A-4EAF78D15E37,38,Male,80205,West,"No , not of Hispanic, Latino, or Spanish origin",White ,"$75,000 to $79,999",Masters degree,Republican
5F8D87A8-3956-6502-8C4A-73F4BE75EA50,50,Male,29466,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$50,000 to $54,999","College Degree (such as B.A., B.S.)",Republican
5F8CF7D4-ADF5-3441-0211-9C7CCEBE7BC5,52,Female,37153,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$95,000 to $99,999","College Degree (such as B.A., B.S.)",Republican
5F8CF709-148B-23F8-2872-1BAAFC89C5A4,64,Female,46723,Midwest,"No , not of Hispanic, Latino, or Spanish origin",White ,"$35,000 to $39,999",High school graduate,Republican
5F8CEB60-71BB-2FAE-7060-D6A9BC5C84F9,64,Female,63084,Midwest,"No , not of Hispanic, Latino, or Spanish origin",White ,"$40,000 to $44,999",High school graduate,Republican
5F8C5995-7E8E-C9DC-A099-64252785640F,42,Male,77044,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$15,000 to $19,999",Masters degree,Democrat
5F88C161-712F-1D0A-DB55-E8AD9001B566,62,Female,85303,West,"No , not of Hispanic, Latino, or Spanish origin","Black, or African American","$25,000 to $29,999",Associate Degree,Democrat
5F88C141-4025-FF97-719E-075E68D3CAED,41,Male,19426,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$90,000 to $94,999",Doctorate degree,Republican
5F88C142-4129-ABEA-D4A3-520E52F5A8D6,41,Male,39564,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$150,000 to $174,999",Doctorate degree,Republican
5F88C109-E160-F0A8-E338-C737E0BAE48F,41,Male,10037,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$95,000 to $99,999",Masters degree,Republican
5F88C500-628E-9798-96CA-CA7E35D25737,72,Male,48315,Midwest,"No , not of Hispanic, Latino, or Spanish origin",White ,"$90,000 to $94,999","College Degree (such as B.A., B.S.)",Independent
5F88C368-79D6-3B33-D976-49B9F05D240E,40,Male,10570,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$150,000 to $174,999",Doctorate degree,Republican
5F88C365-E222-0DF2-528C-CF7AF4C99F6D,40,Male,21218,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$150,000 to $174,999",Masters degree,Independent
5F8C4F77-1D8E-46C2-861C-54447AC75DEC,41,Male,20001,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$10,000 to $14,999",Masters degree,Republican
5F8C169F-039D-3862-1D96-4542CFB62538,39,Female,45342,Midwest,"No , not of Hispanic, Latino, or Spanish origin",White ,"$95,000 to $99,999",Masters degree,Republican
5F8C0621-EECC-AFCC-5D0D-9174FC0F372D,57,Female,48746,Midwest,"No , not of Hispanic, Latino, or Spanish origin",White ,"$40,000 to $44,999","Completed some college, but no degree",Independent
5F8BBE10-F41B-FA98-BF31-9F1BB639A001,36,Female,32809,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$95,000 to $99,999",Masters degree,Republican
5F8BA708-E76F-0BC4-9448-699FBFD88073,40,Male,20190,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$150,000 to $174,999",Doctorate degree,Republican
5F8B8ED3-D817-94C8-9B2C-47E0A56C4EF8,56,Female,92865,West,"No , not of Hispanic, Latino, or Spanish origin",White ,"$30,000 to $34,999","College Degree (such as B.A., B.S.)",Independent
5F8B4300-C975-9388-DEFD-25811D84D6AA,42,Male,19426,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$90,000 to $94,999",Doctorate degree,Republican
5F8AB11C-DEC2-CABC-399F-F47F7F403685,40,Male,75060,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$150,000 to $174,999",Doctorate degree,Republican
5F8A65CC-76E0-B4FA-22DE-E10C3FA05FFE,40,Male,8054,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$150,000 to $174,999",Doctorate degree,Republican
5F8A3E6A-9C24-1684-DB11-D16B10A79909,40,Male,75231,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$150,000 to $174,999",Masters degree,Republican
5F890753-8159-93E6-F550-7CABBB01C72A,45,Male,21218,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$150,000 to $174,999",Doctorate degree,Democrat
5F88FC91-FF74-2E72-D608-459E460C0D6B,37,Male,7921,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$40,000 to $44,999","College Degree (such as B.A., B.S.)",Republican
5F88BEF7-39D3-9F91-4D7B-888831C86A4C,40,Female,76502,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$95,000 to $99,999",Masters degree,Republican
5F88BEEA-4EFC-33BA-F418-7FF79F6317CA,41,Male,96055,West,"No , not of Hispanic, Latino, or Spanish origin",White ,"$50,000 to $54,999","College Degree (such as B.A., B.S.)",Republican
5F88BDE6-4D75-0162-0484-60C7C3FEFBAF,40,Male,40045,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$90,000 to $94,999",Doctorate degree,Republican
5F88BDBE-DFC0-BF05-E6A3-B1C41F768D9C,40,Male,32940,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$90,000 to $94,999",Masters degree,Republican
5F88BD87-8761-BB33-948A-40CE7FAD30B6,40,Male,75570,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$100,000 to $124,999",Masters degree,Democrat
5F88BD13-7544-84AC-436D-AF5275857463,26,Male,10952,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$150,000 to $174,999",High school graduate,Independent
5F88BF73-7147-83D9-0CF1-EB89D69F70C0,44,Male,8362,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$150,000 to $174,999",Doctorate degree,Republican
5F88C06B-EFEA-81AA-2FA8-22F3F8390DC9,42,Male,7105,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$150,000 to $174,999",Doctorate degree,Republican
5F88C087-27B0-D332-2BF9-95471B71518E,73,Male,12832,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$25,000 to $29,999",Associate Degree,Republican
5F88C0CC-0A3E-09C4-F6AD-B2529C5150ED,40,Male,20190,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$100,000 to $124,999",Masters degree,Republican
5F8C4F4E-6CCD-D017-5899-C6FB09333C31,77,Female,10128,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$85,000 to $89,999",Masters degree,Democrat
5F97A7FB-9D58-A0F6-51B4-B1A847C45DC7,47,Male,33625,South,"Yes, another Hispanic, Latino, or Spanish origin *** Other Country",Some other race ,"$10,000 to $14,999","Completed some college, but no degree",Republican
5F97816B-F7DA-0C05-1DBC-F1A4A44FA1A4,62,Female,97420,West,"No , not of Hispanic, Latino, or Spanish origin",White ,"$50,000 to $54,999","Completed some college, but no degree",Independent
5F975091-3F41-56BC-7322-66E0F44076C1,27,Female,10467,Northeast,"No , not of Hispanic, Latino, or Spanish origin","Black, or African American","$95,000 to $99,999",Masters degree,Democrat
5F971D9C-B55B-8916-717C-ACC395158AAA,52,Female,80104,West,"Yes, another Hispanic, Latino, or Spanish origin *** Other Country",American Indian or Alaska Native ,"$100,000 to $124,999","Completed some college, but no degree",Republican
5F88BE2F-03F3-D9A9-3E0D-E5957B148536,29,Female,35984,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$25,000 to $29,999","Completed some college, but no degree",Republican
5F96FE1A-B262-FE30-A71C-3635F7F17514,38,Male,91040,West,"No , not of Hispanic, Latino, or Spanish origin",White ,"$125,000 to $149,999",Masters degree,Republican
5F96C0C8-D3AD-53B1-1DC8-2EC312A45B1A,20,Female,11220,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$20,000 to $24,999",Associate Degree,Republican
5F974183-A271-C55C-3160-B3B2A2488C6E,19,Male,20112,South,"No , not of Hispanic, Latino, or Spanish origin","Black, or African American","Less than $5,000",High school graduate,Democrat
5F9740C6-6DCE-C4D0-C932-54FE93261381,42,Female,22306,South,"No , not of Hispanic, Latino, or Spanish origin","Black, or African American","$90,000 to $94,999",Masters degree,Democrat
5F976957-76A4-C430-A05A-D39C0C02A70A,48,Female,97045,West,"No , not of Hispanic, Latino, or Spanish origin",American Indian or Alaska Native ,"$50,000 to $54,999",High school graduate,Independent
5F97AC72-4DE7-504F-8483-270C390E2287,20,Female,60160,Midwest,"Yes, Mexican, Mexican American, Chicano",Some other race ,"$25,000 to $29,999",High school graduate,Democrat
5F97A164-DE3E-2242-48C8-AE86906154DE,20,Female,23454,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$50,000 to $54,999","Completed some college, but no degree",Independent
5F96F45D-E6A1-59ED-F516-96BC7143648A,50,Female,30052,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$60,000 to $64,999","Completed some college, but no degree",Republican
5F971F54-3BA1-71AF-E94D-DAB6F287C0EB,41,Female,38570,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"Less than $5,000",Other post high school vocational training,Republican
5F9702EE-EC9A-B72F-0845-312DBD2008DC,18,Female,31907,South,"No , not of Hispanic, Latino, or Spanish origin","Black, or African American","$35,000 to $39,999",Masters degree,Independent
5F90F2C2-112F-EAA7-C751-3E97E85B52FA,51,Female,95603,West,"Yes, another Hispanic, Latino, or Spanish origin *** Other Country",White ,"$20,000 to $24,999","Completed some college, but no degree",Independent
5F90F071-5A39-A5D3-7DDB-55C5D9675FE1,80,Female,99301,West,"No , not of Hispanic, Latino, or Spanish origin",White ,"$55,000 to $59,999",Masters degree,Republican
5F96EEB8-5841-AC1C-F798-0D9246792183,74,Female,92626,West,"No , not of Hispanic, Latino, or Spanish origin",White ,"$50,000 to $54,999","Completed some college, but no degree",Republican
5F96E939-6D12-BA9A-781F-B3B7902F7A9E,65,Female,14445,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$65,000 to $69,999",Masters degree,Independent
5F9735A6-22F4-E217-3785-4899B97CE330,79,Male,78633,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$65,000 to $69,999","Completed some graduate, but no degree",Independent
5F90F5C7-1B7B-A78F-9ED9-0219ADBD0466,18,Male,94720,West,"Yes, Mexican, Mexican American, Chicano",White ,"Less than $5,000","Completed some college, but no degree",Independent
5F8F9750-6FD8-9621-11F6-5899DEACFD75,57,Male,48017,Midwest,"No , not of Hispanic, Latino, or Spanish origin",White ,"$20,000 to $24,999",Associate Degree,Democrat
5F8F9272-8052-E513-B74C-F028262B2A0F,39,Female,23222,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$30,000 to $34,999","College Degree (such as B.A., B.S.)",Independent
5F8F914C-6139-DD48-5CEA-866714C104DF,73,Female,87114,West,"No , not of Hispanic, Latino, or Spanish origin",White ,"$20,000 to $24,999","College Degree (such as B.A., B.S.)",Democrat
5F8F9E57-7AE0-A3BC-C2EB-A9AE02B5B7C3,65,Female,80138,West,"No , not of Hispanic, Latino, or Spanish origin",White ,"$175,000 to $199,999",Doctorate degree,Republican
5F962690-FD6F-6503-97E6-9092901C90E7,67,Male,30824,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$30,000 to $34,999","Completed some college, but no degree",Independent
5F88E030-448F-1A8A-3248-16B894506FF5,29,Female,33101,South,"Yes, Mexican, Mexican American, Chicano","Black, or African American","$5,000 to $9,999","Completed some college, but no degree",Republican
5F88DD96-0A49-8686-F122-A7D712354ADF,39,Male,75001,South,"Yes, another Hispanic, Latino, or Spanish origin *** Spain ",White ,"$175,000 to $199,999",Masters degree,Independent
5F88D9B4-EC12-3D5C-BB9F-F054349BC27E,34,Female,80203,West,"No , not of Hispanic, Latino, or Spanish origin","Black, or African American","$150,000 to $174,999",Doctorate degree,Republican
5F88D6E6-008D-75F9-87B3-38F9056EE90E,40,Female,10013,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$175,000 to $199,999",Doctorate degree,Democrat
5F88D5C3-8B20-D45A-7BEF-AAC5F90D3286,40,Male,10013,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$150,000 to $174,999","College Degree (such as B.A., B.S.)",Republican
5F88D236-4A8B-F6C7-B628-F2DC665323D2,40,Male,10016,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$100,000 to $124,999",Masters degree,Republican
5F88D239-86F9-A75F-3742-4D17ED4CD335,32,Male,10116,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$65,000 to $69,999","College Degree (such as B.A., B.S.)",Republican
5F88D176-5575-E045-C405-582580C5FF6B,40,Female,90017,West,"No , not of Hispanic, Latino, or Spanish origin",White ,"$100,000 to $124,999",Doctorate degree,Republican
5F88CFD3-04EC-742E-FDA8-1A9D84AA665B,35,Female,10001,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$100,000 to $124,999",Masters degree,Democrat
5F88D182-1A4B-E3D5-C0AC-914576FCFF94,41,Male,10116,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$125,000 to $149,999",Doctorate degree,Democrat
5F88CEE3-0DA2-E506-2B59-03595F477B3D,40,Male,10013,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$95,000 to $99,999","College Degree (such as B.A., B.S.)",Democrat
5F88CC46-2666-E709-5722-40FD77BB19B2,40,Male,91382,West,"No , not of Hispanic, Latino, or Spanish origin",White ,"$90,000 to $94,999","College Degree (such as B.A., B.S.)",Republican
5F88DC2F-9B2C-C0DE-9758-C97F0C964DDE,40,Male,11215,Northeast,"Yes, Mexican, Mexican American, Chicano",White ,"$95,000 to $99,999",Doctorate degree,Democrat
5F88D5F3-DB42-45EC-1838-B32A3C2217A0,30,Male,85001,West,"No , not of Hispanic, Latino, or Spanish origin",White ,"$175,000 to $199,999",Masters degree,Democrat
5F88D5CA-1CD5-9B6B-2AF8-5436C459F365,49,Male,10003,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$100,000 to $124,999",Masters degree,Democrat
5F88D5DF-A9B5-993B-3AF9-F36ADDAA6E7F,38,Male,32958,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$125,000 to $149,999",Masters degree,Republican
5F88D48C-3E4C-A35A-6A96-E6437FBF93B9,33,Male,10023,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$35,000 to $39,999","College Degree (such as B.A., B.S.)",Republican
5F88D448-DBE6-CEAC-3BB2-CFFF2A1E5748,30,Male,10003,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$90,000 to $94,999","College Degree (such as B.A., B.S.)",Democrat
5F88D3E4-9F01-7056-F8EB-7DD3A8E7401E,24,Female,33901,South,"No , not of Hispanic, Latino, or Spanish origin",Asian *** Other ,"$50,000 to $54,999",Masters degree,Democrat
5F88D3C4-9A44-AB4A-5520-659C11713949,40,Female,10010,Northeast,"No , not of Hispanic, Latino, or Spanish origin","Black, or African American","$125,000 to $149,999",Masters degree,Republican
5F9793C7-9030-E560-5F36-052D99615107,24,Male,91016,West,"No , not of Hispanic, Latino, or Spanish origin",Asian *** Filipino ,"$35,000 to $39,999",Associate Degree,Democrat
5F9745A2-7DBC-E9D6-96E5-41F7B99E6BBA,31,Female,75052,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$100,000 to $124,999",Masters degree,Republican
5F972ED2-6682-7887-1734-96016EAEA456,30,Male,98101,West,"No , not of Hispanic, Latino, or Spanish origin",White ,"$100,000 to $124,999",Masters degree,Democrat
5F96D8B2-BCCC-449D-DE0A-B027AA53D4DC,40,Male,98101,West,"No , not of Hispanic, Latino, or Spanish origin",White ,"$100,000 to $124,999",Masters degree,Democrat
5F96DDBE-8181-6ACD-F09C-C1934F28F834,20,Female,32829,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$85,000 to $89,999",Masters degree,Republican
5F9725CA-3AAC-0113-9792-CCEED2132DEC,47,Female,6280,Northeast,"Yes, another Hispanic, Latino, or Spanish origin *** Other Country",White ,"$30,000 to $34,999",Associate Degree,Republican
5F96F005-B796-E6D7-39BD-BC7FCA37EF14,47,Male,20194,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$175,000 to $199,999",Masters degree,Republican
5F9758F1-072B-E739-184F-E5C47C0BE43E,23,Male,34956,South,"Yes, another Hispanic, Latino, or Spanish origin *** Other Country",Pacific Islander *** Guamanian ,"$5,000 to $9,999",Masters degree,Democrat
5F9767EB-E69D-B161-25C0-E7FB3F1173E6,41,Male,47804,Midwest,"No , not of Hispanic, Latino, or Spanish origin",White ,"$30,000 to $34,999",Masters degree,Independent
5F977C85-D4E3-3EC4-C84C-1BF4F87CC4F4,30,Male,14120,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$125,000 to $149,999","Completed some college, but no degree",Democrat
5F977BC0-EB7D-2087-3D86-B3BCDE786374,25,Male,14065,Northeast,"No , not of Hispanic, Latino, or Spanish origin","Black, or African American","$10,000 to $14,999",High school graduate,Independent
5F9792B1-94F2-D0EB-7BDD-FD095F86B2DD,30,Male,11102,Northeast,"Yes, Mexican, Mexican American, Chicano",White ,"$125,000 to $149,999",Masters degree,Republican
5F97B8DC-6823-8D36-726F-3538ECCE8CB9,39,Male,20012,South,"Yes, another Hispanic, Latino, or Spanish origin *** Spain ",Asian *** Other ,"$95,000 to $99,999","College Degree (such as B.A., B.S.)",Republican
5F97B456-D1A3-3BDA-31A1-854275B0F6F1,31,Male,31711,South,"Yes, another Hispanic, Latino, or Spanish origin *** Argentina ",Pacific Islander *** Native Hawaiian ,"$65,000 to $69,999",High school graduate,Independent
5F974D1D-7903-9196-CAF2-B30E9D66C82E,19,Male,2302,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"Less than $5,000",High school graduate,Republican
5F974C66-89E7-760D-86C0-4E7ECFFA0690,20,Female,65747,Midwest,"Yes, another Hispanic, Latino, or Spanish origin *** Argentina ",White ,"$30,000 to $34,999",Completed some high school,Democrat
5F971D0F-5544-52E1-5B1B-028B048693C8,31,Male,12345,Northeast,"Yes, another Hispanic, Latino, or Spanish origin *** Other Country",White ,"$15,000 to $19,999",Masters degree,Independent
5F971AA6-A0A5-41B0-69A8-B0B16E6B9F46,22,Female,36110,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"Less than $5,000","Completed some college, but no degree",Democrat
5F9706CF-B74C-C98D-0342-F0AEB7A64363,24,Male,35620,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$5,000 to $9,999",High school graduate,Independent
5F96D122-E94A-E25C-0420-61C773E2C7E1,32,Male,85635,West,"No , not of Hispanic, Latino, or Spanish origin",White ,"$175,000 to $199,999","Completed some graduate, but no degree",Independent
